id,line_item_quantity,unit_price,pack_price,line_item_value,line_item_insurance,sub_classification,dosage,weight
11597,7306,0.05,3.2,23379.2,45.82,Adult,200mg,See DN-1034 (ID#:10732)
11598,10000,0.07,2.0,20000.0,32.0,Adult,150/30mg,See DN-850 (ID#:10733)
11601,21542,0.06,3.9,84013.8,164.67,Adult,150/30mg,1583
11602,1511,0.12,7.2,10879.2,21.32,Adult,150/200/30mg,205
11603,11549,0.35,10.62,122650.38,240.39,Adult,600mg,See DN-1052 (ID#:10737)
11605,14668,0.01,2.1,30802.8,49.28,Pediatric,10mg/ml,5511
11607,1524,0.05,3.2,4876.8,9.56,Adult,200mg,See DN-1084 (ID#:11295)
11608,7000,0.44,13.28,92960.0,182.2,Adult,300mg,See DN-1052 (ID#:10737)
11609,14814,0.07,2.0,29628.0,58.07,Adult,150/30mg,See DN-1052 (ID#:10737)
11612,44440,0.06,3.4,151096.0,241.75,Adult,200mg,8276
11613,15000,0.88,26.25,393750.0,630.0,Adult,300/200mg,1317
11614,21814,0.05,3.2,69804.8,136.82,Adult,200mg,See DN-944 (ID#:11012)
11615,1923,0.68,41.1,79035.3,154.91,Adult,200mg,See DN-1059 (ID#:11016)
11616,3374,0.12,7.2,24292.8,47.61,Adult,150/200/30mg,250
11617,1444,0.37,11.0,15884.0,31.13,Adult,600mg,See DN-986 (ID#:10748)
11618,8258,0.12,7.12,58796.96,115.24,Adult,150/200/30mg,5147
11619,27588,0.2,11.8,325538.4,638.06,Adult,150/300/200mg,3146
11620,11608,0.12,7.12,82648.96,161.99,Adult,150/200/30mg,1871
11622,143,0.88,26.25,3753.75,7.36,Adult,300/200mg,14
11623,326,0.88,26.25,8557.5,16.77,Adult,300/200mg,35
11624,873,0.88,26.25,22916.25,44.92,Adult,300/200mg,76
11626,288,0.05,3.2,921.6,1.81,Adult,200mg,28
11628,27080,0.12,7.2,194976.0,311.96,Adult,150/200/30mg,See DN-933 (ID#:10755)
11629,50,0.88,26.25,1312.5,2.57,Adult,300/200mg,5
11630,5754,0.05,3.2,18412.8,36.09,Adult,200mg,318
11634,108,0.02,1.5,162.0,0.32,Adult,15mg,See DN-1205 (ID#:11314)
11635,1,0.19,11.4,11.4,0.02,Adult,150/300/200mg,See DN-1209 (ID#:10763)
11636,4860,0.02,1.49,7241.4,14.19,Adult,30mg,2034
11637,685,0.15,8.76,6000.6,11.76,Adult,150/300mg,67
11638,28454,0.37,11.0,312994.0,613.47,Adult,600mg,3279
11639,7300,0.13,7.71,56283.0,110.31,Adult,300mg,See DN-1231 (ID#:11044)
11640,477,0.0,0.01,4.77,0.01,Adult,20mg,See DN-1235 (ID#:10769)
11641,374,0.0,0.01,3.74,0.01,Pediatric,20mg/ml,See DN-1235 (ID#:10769)
11646,10371,0.19,11.35,117710.85,230.71,Adult,150/300/200mg,1273
11647,24,0.05,3.0,72.0,0.14,Adult,200mg,21
11652,3035,0.01,1.92,5827.2,11.42,Pediatric,10mg/ml,1133
11653,36,0.02,1.5,54.0,0.11,Adult,15mg,See DN-1280 (ID#:10776)
11654,6000,0.15,8.76,52560.0,103.02,Adult,150/300mg,486
11655,7300,0.23,6.85,50005.0,98.01,Adult,600mg,See DN-1287 (ID#:11055)
11656,4000,0.07,4.0,16000.0,31.36,Adult,150/30mg,See DN-1289 (ID#:11332)
11657,3500,0.01,1.9,6650.0,13.03,Pediatric,10mg/ml,1208
11660,13325,0.05,3.0,39975.0,78.35,Adult,200mg,See DN-1315 (ID#:10781)
11662,40126,0.12,7.12,285697.12,559.97,Adult,150/200/30mg,4414
11663,2484,0.15,8.76,21759.84,42.65,Adult,150/300mg,2078
11664,370,0.02,1.49,551.3,1.08,Adult,30mg,18
11665,4501,0.19,11.4,51311.4,100.57,Adult,150/300/200mg,507
11666,873,0.88,26.25,22916.25,44.92,Adult,300/200mg,76
11668,214,0.15,8.76,1874.64,3.67,Adult,150/300mg,19
11669,1201,0.88,26.25,31526.25,61.79,Adult,300/200mg,327
11670,400,0.01,1.4,560.0,1.1,Pediatric,1mg/ml,39
11672,10406,0.42,25.45,264832.7,519.07,Adult,300mg,See DN-1382 (ID#:10788)
11674,2917,0.01,1.92,5600.64,10.98,Pediatric,10mg/ml,1348
11675,3612,0.05,5.0,18060.0,35.4,Pediatric,100mg,See DN-1387 (ID#:11674)
11677,2393,0.12,7.12,17038.16,33.39,Adult,150/200/30mg,256
11678,4564,0.05,2.9,13235.6,25.94,Adult,200mg,847
11679,15000,0.23,6.85,102750.0,201.39,Adult,600mg,1582
11680,13000,0.15,8.76,113880.0,223.2,Adult,150/300mg,1051
11681,84282,0.05,3.0,252846.0,495.58,Adult,200mg,13680
11682,5527,0.01,2.1,11606.7,22.75,Pediatric,10mg/ml,5317
11683,4400,0.04,2.44,10736.0,21.04,Adult,150mg,640
11684,5060,0.19,11.4,57684.0,113.06,Adult,150/300/200mg,570
11685,243,0.39,11.75,2855.25,5.6,Adult,200/300mg,22
11687,9288,0.15,8.76,81362.88,159.47,Adult,150/300mg,979
11688,16524,0.15,8.76,144750.24,283.71,Adult,150/300mg,1488
11689,350,0.19,11.35,3972.5,7.79,Adult,150/300/200mg,45
11690,3752,0.42,25.45,95488.4,187.16,Adult,300mg,See DN-1470 (ID#:10798)
11691,100,0.06,14.64,1464.0,3.16,Pediatric,20mg/ml,18
11693,120,0.0,0.01,1.2,0.0,Pediatric,100mg,See DN-1487 (ID#:11073)
11694,200,0.0,0.01,2.0,0.0,Adult,150mg,See DN-1488 (ID#:11074)
11695,31240,0.15,8.76,273662.4,590.02,Adult,150/300mg,2832
11697,6661,0.05,2.9,19316.9,41.65,Adult,200mg,778
11698,3287,0.04,2.35,7724.45,240.11762578459698,Adult,15mg,See DN-15 (ID#:10804)
11708,4000,0.14,8.52,34080.0,240.11762578459698,Adult,300mg,Weight Captured Separately
11719,30000,0.29,17.5,525000.0,240.11762578459698,Adult,150/300/200mg,See DN-44 (ID#:10549)
11725,3436,0.19,16.95,58240.2,93.18,Pediatric,200mg,395
11732,28665,0.54,16.26,466092.9,240.11762578459698,Adult,600mg,2515
11738,6400,0.07,2.0,12800.0,20.48,Adult,150/30mg,570
11739,1600,0.07,2.0,3200.0,5.12,Adult,150/30mg,See DN-269 (ID#:11738)
11741,11807,0.06,3.57,42150.99,67.44,Adult,200mg,1802
11744,10977,0.18,10.68,117234.36,187.57,Adult,150/300mg,957
11747,1155,0.34,41.1,47470.5,75.95,Adult,200/50mg,255
11751,1306,0.09,21.5,28079.0,44.93,Pediatric,20mg/ml,See DN-258 (ID#:11425)
11755,9838,0.29,17.5,172165.0,275.46,Adult,150/300/200mg,See DN-304 (ID#:10589)
11756,2414,0.11,3.42,8255.88,13.21,Pediatric,50mg,See DN-304 (ID#:10589)
11765,1119,0.03,1.75,1958.25,3.13,Adult,20mg,1581
11787,1860,0.41,12.42,23101.2,36.96,Adult,600mg,3951
11792,1455,0.11,38.36,55813.8,89.3,Adult,100mg,See DN-379 (ID#:10890)
11802,6777,0.01,2.15,14570.55,23.31,Pediatric,10mg/ml,2510
11803,2989,0.57,17.0,50813.0,81.3,Adult,300mg,186
11804,12240,0.34,41.1,503064.0,804.9,Adult,200/50mg,2678
11805,840,0.28,50.0,42000.0,67.2,Adult,400mg,See DN-426 (ID#:10633)
11994,12740,0.37,11.0,140140.0,274.67,Adult,600mg,987
11806,30000,0.12,7.4,222000.0,355.2,Adult,150/200/30mg,See DN-426 (ID#:10633)
11807,13124,0.01,1.97,25854.28,41.37,Pediatric,10mg/ml,5309
11808,35,0.03,6.2,217.0,0.35,Pediatric,10mg/ml,See DN-422 (ID#:10634)
11810,22240,0.12,7.4,164576.0,263.32,Adult,150/200/30mg,2262
11811,14490,0.14,8.15,118093.5,188.95,Adult,300mg,See DN-434 (ID#:11483)
11812,6000,0.01,1.97,11820.0,18.91,Pediatric,10mg/ml,See DN-434 (ID#:11483)
11813,20797,0.05,3.04,63222.88,101.16,Adult,150mg,See DN-434 (ID#:11483)
11814,100,0.34,41.1,4110.0,6.58,Adult,200/50mg,285
11826,400,0.18,16.0,6400.0,10.24,Pediatric,200mg,48
11827,125,0.06,3.4,425.0,0.68,Adult,200mg,See DN-535 (ID#:10658)
11830,3286,0.01,2.15,7064.9,11.3,Pediatric,10mg/ml,1215
11832,34732,0.12,7.4,257016.8,411.23,Adult,150/200/30mg,See DN-488 (ID#:10652)
11833,180,0.34,41.1,7398.0,11.84,Adult,200/50mg,See DN-489 (ID#:11516)
11834,37258,0.41,12.42,462744.36,740.39,Adult,600mg,3195
11837,818,0.41,12.42,10159.56,16.26,Adult,600mg,See DN-535 (ID#:10658)
11839,22500,0.12,7.4,166500.0,266.4,Adult,150/200/30mg,See DN-569 (ID#:11224)
11842,965,0.01,1.92,1852.8,2.96,Pediatric,10mg/ml,344
11843,5581,0.01,1.92,10715.52,17.14,Pediatric,10mg/ml,1988
11845,48671,0.05,3.04,147959.84,236.74,Adult,150mg,2533
11846,3364,0.41,12.42,41780.88,66.85,Adult,600mg,369
11847,656,0.88,26.25,17220.0,27.55,Adult,300/200mg,See DN-550 (ID#:11846)
11850,55560,0.06,3.4,188904.0,302.25,Adult,200mg,5181
11851,2580,0.34,41.1,106038.0,169.66,Adult,200/50mg,See DN-559 (ID#:10940)
11852,2712,0.01,1.92,5207.04,8.33,Pediatric,10mg/ml,See DN-581 (ID#:10667)
11854,746,0.14,41.1,30660.6,49.06,Pediatric,80/20mg/ml,Weight Captured Separately
11855,1600,0.07,2.0,3200.0,5.12,Adult,150/30mg,See DN-604 (ID#:11527)
11856,37240,0.12,7.4,275576.0,440.92,Adult,150/200/30mg,See DN-604 (ID#:11527)
11857,3264,0.01,2.15,7017.6,11.23,Pediatric,10mg/ml,See DN-685 (ID#:11234)
11858,109,0.57,17.0,1853.0,2.96,Adult,300mg,422
11859,50000,0.12,7.2,360000.0,576.0,Adult,150/200/30mg,See DN-823 (ID#:11271)
11860,240,0.34,41.1,9864.0,15.78,Adult,200/50mg,52
11861,3075,0.13,8.0,24600.0,39.36,Adult,300mg,See DN-737 (ID#:11533)
11862,3359,0.88,26.25,88173.75,141.08,Adult,300/200mg,300
11863,641,0.88,26.25,16826.25,26.92,Adult,300/200mg,58
11864,50000,0.06,3.4,170000.0,272.0,Adult,200mg,4733
11865,16610,0.22,13.28,220580.8,352.93,Adult,150/300/200mg,1832
11866,37240,0.12,7.4,275576.0,440.92,Adult,150/200/30mg,7806
11867,7700,0.01,1.97,15169.0,24.27,Pediatric,10mg/ml,See DN-761 (ID#:10951)
11868,55560,0.06,3.4,188904.0,302.25,Adult,200mg,3224
11869,630,0.11,9.59,6041.7,9.67,Adult,100mg,185
11873,3008,0.01,1.92,5775.36,9.24,Pediatric,10mg/ml,See DN-673 (ID#:10682)
11875,9180,0.12,7.4,67932.0,108.69,Adult,150/200/30mg,See DN-800 (ID#:10953)
11876,127,0.02,1.5,190.5,0.3,Adult,15mg,See DN-744 (ID#:10684)
11877,25000,0.4,12.01,300250.0,480.4,Adult,600mg,2173
11879,5641,0.14,8.15,45974.15,73.56,Adult,300mg,See DN-834 (ID#:10686)
11880,28896,0.16,9.45,273067.2,436.91,Adult,150/300mg,See DN-733 (ID#:10688)
11881,3229,0.01,1.4,4520.6,7.23,Pediatric,1mg/ml,See DN-734 (ID#:10689)
11882,1860,0.41,12.42,23101.2,36.96,Adult,600mg,See DN-770 (ID#:10959)
11883,11640,0.13,7.75,90210.0,144.34,Pediatric,100mg,2427
11884,1503,0.09,16.96,25490.88,40.79,Pediatric,30mg/ml,608
11887,46,0.13,8.0,368.0,0.59,Adult,300mg,See DN-797 (ID#:10966)
11888,2871,0.05,3.04,8727.84,13.96,Adult,150mg,144
11890,977,0.29,78.64,76831.28,122.93,Adult,200mg,490
11891,19000,0.22,13.5,256500.0,410.4,Adult,150/300/200mg,See DN-698 (ID#:10970)
11892,18451,0.41,12.42,229161.42,366.66,Adult,600mg,1636
11893,100731,0.06,3.4,342485.4,547.98,Adult,200mg,See DN-634 (ID#:10972)
11894,525,0.14,8.15,4278.75,6.85,Adult,300mg,395
11895,1031,0.4,12.01,12382.31,19.81,Adult,600mg,236
11899,2135,0.01,1.97,4205.95,6.73,Pediatric,10mg/ml,See DN-690 (ID#:10706)
11902,1000,0.01,1.92,1920.0,3.07,Pediatric,10mg/ml,346
11903,1440,0.01,2.1,3024.0,4.84,Pediatric,10mg/ml,538
11904,27070,0.37,11.0,297770.0,476.43,Adult,600mg,See DN-946 (ID#:10983)
11905,76000,0.12,7.4,562400.0,1102.3,Adult,150/200/30mg,See DN-1015 (ID#:11561)
11906,5147,0.37,11.0,56617.0,110.97,Adult,600mg,See DN-998 (ID#:11568)
11907,150,0.09,16.96,2544.0,4.07,Pediatric,30mg/ml,702
11908,1760,0.01,2.1,3696.0,5.91,Pediatric,10mg/ml,See DN-859 (ID#:11907)
11909,13380,0.03,1.55,20739.0,33.18,Adult,30mg,925
11910,1001,0.16,9.35,9359.35,14.97,Adult,150/300mg,82
11913,10812,0.2,11.8,127581.6,250.06,Adult,150/300/200mg,See DN-1105 (ID#:11303)
11917,25000,0.4,12.01,300250.0,480.4,Adult,600mg,6124
11918,2613,0.01,2.1,5487.3,8.78,Pediatric,10mg/ml,979
11919,20989,0.06,3.4,71362.6,139.87,Adult,200mg,1162
11920,4703,0.05,3.2,15049.6,29.5,Adult,200mg,455
11921,2339,0.16,9.35,21869.65,34.99,Adult,150/300mg,See DN-909 (ID#:10727)
11923,3000,0.43,25.58,76740.0,150.41,Adult,300mg,187
11924,10530,0.04,2.44,25693.2,50.36,Adult,150mg,544
11926,24350,0.37,11.0,267850.0,524.99,Adult,600mg,See DN-1034 (ID#:10732)
11928,1200,0.01,1.4,1680.0,3.29,Pediatric,1mg/ml,115
11933,4,0.88,26.25,105.0,0.17,Adult,300/200mg,See DN-917 (ID#:10745)
11934,1054,0.16,9.35,9854.9,15.77,Adult,150/300mg,See DN-917 (ID#:10745)
11935,4953,0.12,7.4,36652.2,58.64,Adult,150/200/30mg,See DN-917 (ID#:10745)
11936,12000,0.03,1.55,18600.0,36.46,Adult,30mg,See DN-944 (ID#:11012)
11937,350,0.07,16.15,5652.5,11.08,Pediatric,20mg/ml,See DN-944 (ID#:11012)
11938,450,0.42,25.45,11452.5,22.45,Adult,300mg,47
11939,4200,0.39,11.72,49224.0,78.76,Adult,600mg,621
11940,2011,0.12,7.4,14881.4,23.81,Adult,150/200/30mg,6650
11942,2139,0.37,11.0,23529.0,37.65,Adult,600mg,See DN-945 (ID#:11018)
11944,2855,0.12,7.12,20327.6,39.84,Adult,150/200/30mg,See DN-1060 (ID#:11618)
11945,7876,0.03,1.52,11971.52,23.46,Adult,30mg,5588
11947,1132,0.18,16.0,18112.0,35.5,Pediatric,200mg,See DN-960 (ID#:11945)
11949,833,0.01,1.9,1582.7,3.1,Pediatric,10mg/ml,See DN-1124 (ID#:11620)
11950,19290,0.12,7.2,138888.0,272.22,Adult,150/200/30mg,2096
11951,800,0.01,1.4,1120.0,2.2,Pediatric,1mg/ml,77
11954,30654,0.39,11.72,359264.88,704.16,Adult,600mg,See DN-988 (ID#:11022)
11956,4314,0.19,11.4,49179.6,96.39,Adult,150/300/200mg,485
11957,1764,0.34,41.1,72500.4,142.1,Adult,200/50mg,Weight Captured Separately
11958,1544,0.34,41.1,63458.4,124.38,Adult,200/50mg,Weight Captured Separately
11959,5000,0.37,11.0,55000.0,88.0,Adult,600mg,See DN-933 (ID#:10755)
11960,1500,0.14,41.1,61650.0,120.83,Pediatric,80/20mg/ml,See DN-1163 (ID#:11030)
11961,7511,0.06,3.4,25537.4,50.05,Adult,200mg,Weight Captured Separately
11962,352,0.06,15.0,5280.0,10.35,Pediatric,20mg/ml,125
11963,274,0.06,15.0,4110.0,8.06,Pediatric,20mg/ml,98
11964,10808,0.2,11.8,127534.4,249.97,Adult,150/300/200mg,1320
11966,170,0.0,0.01,1.7,0.0,Pediatric,200mg,See DN-1193 (ID#:11312)
11967,2067,0.88,26.25,54258.75,106.35,Adult,300/200mg,235
11968,2345,0.01,1.9,4455.5,8.73,Pediatric,10mg/ml,See DN-1221 (ID#:11636)
11969,630,0.02,1.49,938.7,1.84,Adult,30mg,See DN-1231 (ID#:11044)
11970,1680,0.17,15.26,25636.8,50.25,Pediatric,200mg,3337
11971,1417,0.14,12.73,18038.41,35.36,Pediatric,200mg,See DN-1238 (ID#:11046)
11972,13600,0.19,11.35,154360.0,302.55,Adult,150/300/200mg,See DN-1238 (ID#:11046)
11973,616,0.28,50.0,30800.0,60.37,Adult,400mg,227
11974,720,0.17,15.26,10987.2,21.53,Pediatric,200mg,See DN-1176 (ID#:11973)
11980,1002,0.03,1.55,1553.1,3.04,Adult,30mg,See DN-1244 (ID#:11048)
11981,680,0.17,15.26,10376.8,20.34,Pediatric,200mg,See DN-1250 (ID#:10774)
11983,306,0.13,7.71,2359.26,4.62,Adult,300mg,See DN-1261 (ID#:11647)
11988,18750,0.05,3.0,56250.0,110.25,Adult,200mg,111
11989,4000,0.35,10.62,42480.0,83.26,Adult,600mg,See DN-1289 (ID#:11332)
11990,26710,0.32,9.72,259621.2,508.86,Adult,600mg,1866
11991,14479,0.11,6.76,97878.04,191.84,Adult,150/300mg,See DN-1303 (ID#:11661)
11992,1604,0.12,7.12,11420.48,22.38,Adult,150/200/30mg,120
11993,4340,0.12,7.12,30900.8,60.57,Adult,150/200/30mg,322
11996,4314,0.19,11.4,49179.6,96.39,Adult,150/300/200mg,486
11997,41949,0.19,11.4,478218.6,937.31,Adult,150/300/200mg,4724
11998,8640,0.02,1.46,12614.4,24.72,Adult,30mg,See DN-1373 (ID#:11062)
11999,108,0.02,1.5,162.0,0.32,Adult,15mg,78
12000,17000,0.12,7.12,121040.0,237.24,Adult,150/200/30mg,4374
12003,2520,0.14,12.73,32079.6,62.88,Pediatric,200mg,See DN-1398 (ID#:11679)
12004,19650,0.19,11.35,223027.5,437.13,Adult,150/300/200mg,2237
12005,52481,0.12,7.12,373664.72,732.38,Adult,150/200/30mg,5586
12006,76000,0.12,7.12,541120.0,1060.6,Adult,150/200/30mg,See DN-1411 (ID#:11352)
12008,1795,0.88,26.25,47118.75,92.35,Adult,300/200mg,160
12009,6000,0.01,1.92,11520.0,22.58,Pediatric,10mg/ml,See DN-1422 (ID#:11682)
12010,998,0.88,26.25,26197.5,51.35,Adult,300/200mg,See DN-1427 (ID#:11683)
12012,4000,0.21,6.22,24880.0,48.76,Adult,600mg,1900
12014,15825,0.05,2.9,45892.5,89.95,Adult,200mg,See DN-1466 (ID#:11357)
12015,4500,0.04,2.44,10980.0,21.52,Adult,150mg,658
12016,24,0.0,0.01,0.24,0.0,Pediatric,10mg/ml,See DN-1487 (ID#:11073)
12017,300,0.02,1.46,438.0,0.94,Adult,30mg,20
12018,589,0.13,7.53,4435.17,9.56,Adult,300mg,33
12020,20000,0.05,2.9,58000.0,125.05,Adult,200mg,2190
12021,25540,0.05,2.9,74066.0,159.69,Adult,200mg,2031
12033,566,0.6,35.8,20262.8,240.11762578459698,Adult,300mg,See DN-121 (ID#:10814)
12041,1267,0.06,3.31,4193.77,240.11762578459698,Adult,150mg,See DN-100 (ID#:10823)
12059,1019,1.17,70.0,71330.0,240.11762578459698,Adult,300/150/300mg,138
12060,801,0.34,41.1,32921.1,240.11762578459698,Adult,200/50mg,333
12061,2684,0.57,17.0,45628.0,240.11762578459698,Adult,300mg,See DN-148 (ID#:10564)
12062,29959,0.29,17.5,524282.5,240.11762578459698,Adult,150/300/200mg,See DN-148 (ID#:10564)
12073,147,0.14,41.1,6041.7,9.67,Pediatric,80/20mg/ml,See DN-247 (ID#:11139)
12077,1161,0.04,2.15,2496.15,3.99,Adult,15mg,399
12078,112,0.28,50.0,5600.0,8.96,Adult,400mg,24
12080,56,0.14,41.1,2301.6,3.68,Pediatric,80/20mg/ml,See DN-265 (ID#:10580)
12086,29489,0.18,10.68,314942.52,503.91,Adult,150/300mg,2670
12088,530,1.17,70.0,37100.0,59.36,Adult,300/150/300mg,See DN-304 (ID#:10589)
12089,960,0.59,35.5,34080.0,54.53,Adult,300mg,See DN-304 (ID#:10589)
12090,740,0.27,49.32,36496.8,58.39,Adult,400mg,See DN-304 (ID#:10589)
12091,521,0.28,76.29,39747.09,63.6,Adult,200mg,See DN-304 (ID#:10589)
12092,3318,0.57,17.0,56406.0,90.25,Adult,300mg,See DN-304 (ID#:10589)
12093,2698,0.34,41.1,110887.8,177.42,Adult,200/50mg,See DN-304 (ID#:10589)
12094,25913,0.56,16.75,434042.75,694.47,Adult,600mg,See DN-304 (ID#:10589)
12113,37240,0.12,7.4,275576.0,440.92,Adult,150/200/30mg,See DN-355 (ID#:11787)
12122,1200,0.11,38.36,46032.0,73.65,Adult,100mg,See DN-423 (ID#:11194)
12123,1062,0.07,2.0,2124.0,3.4,Adult,150/30mg,See DN-424 (ID#:10905)
12125,1848,0.16,9.5,17556.0,28.09,Adult,150/300mg,402
12126,3000,0.03,1.52,4560.0,7.3,Adult,30mg,See DN-458 (ID#:11814)
12127,3260,1.17,70.0,228200.0,365.12,Adult,300mg,See DN-442 (ID#:11202)
12129,32160,0.16,9.5,305520.0,488.83,Adult,150/300mg,See DN-445 (ID#:10640)
12130,1190,0.13,7.7,9163.0,14.66,Adult,150/200/40mg,See DN-475 (ID#:10642)
12131,1283,0.01,2.59,3322.97,5.32,Pediatric,10mg/ml,See DN-475 (ID#:10642)
12138,1797,0.16,9.5,17071.5,27.31,Adult,150/300mg,170
12139,2450,0.28,50.0,122500.0,196.0,Adult,400mg,See DN-478 (ID#:10645)
12143,1255,0.06,3.4,4267.0,6.83,Adult,200mg,120
12144,665,0.28,50.0,33250.0,53.2,Adult,400mg,See DN-601 (ID#:10651)
12145,760,0.11,9.59,7288.4,11.66,Adult,100mg,See DN-601 (ID#:10651)
12146,1860,0.41,12.42,23101.2,36.96,Adult,600mg,See DN-488 (ID#:10652)
12147,1860,0.41,12.42,23101.2,36.96,Adult,600mg,See DN-488 (ID#:10652)
12148,16,0.16,9.5,152.0,0.24,Adult,150/300mg,See DN-489 (ID#:11516)
12149,1560,0.16,9.5,14820.0,23.71,Adult,150/300mg,147
12150,8251,0.46,27.53,227150.03,363.44,Adult,300mg,822
12151,300,0.01,1.4,420.0,0.67,Pediatric,1mg/ml,See DN-614 (ID#:11219)
12155,5000,0.05,3.04,15200.0,24.32,Adult,150mg,See DN-445 (ID#:10640)
12159,19000,0.4,12.01,228190.0,365.1,Adult,600mg,1485
12164,307,0.05,2.91,893.37,1.43,Adult,150mg,See DN-717 (ID#:11858)
12165,37240,0.12,7.4,275576.0,440.92,Adult,150/200/30mg,See DN-756 (ID#:11866)
12166,1057,0.06,3.4,3593.8,5.75,Adult,200mg,100
12168,447,0.03,1.52,679.44,1.09,Adult,30mg,1054
12170,160,0.07,16.5,2640.0,4.22,Pediatric,20mg/ml,See DN-742 (ID#:11537)
12172,860,0.4,12.01,10328.6,16.53,Adult,600mg,76
12174,957,0.05,2.9,2775.3,4.44,Adult,150mg,See DN-833 (ID#:11243)
12175,7876,0.03,1.52,11971.52,19.15,Adult,30mg,See DN-834 (ID#:10686)
12176,7296,0.22,13.28,96890.88,155.03,Adult,150/300/200mg,824
12178,16752,0.16,9.45,158306.4,253.29,Adult,150/300mg,1580
12179,850,0.03,1.55,1317.5,2.11,Adult,30mg,555
12180,60000,0.12,7.2,432000.0,691.2,Adult,150/200/30mg,See DN-839 (ID#:10961)
12181,4,0.44,26.3,105.2,0.17,Adult,300mg,See DN-840 (ID#:12179)
12182,4685,0.12,7.4,34669.0,55.47,Adult,150/200/30mg,See DN-840 (ID#:12179)
12183,3710,0.06,3.4,12614.0,20.18,Adult,200mg,See DN-841 (ID#:11540)
12186,4305,0.03,1.52,6543.6,10.47,Adult,30mg,See DN-682 (ID#:10963)
12187,75,0.26,15.5,1162.5,1.86,Pediatric,200mg,See DN-682 (ID#:10963)
12188,190,0.46,27.53,5230.7,8.37,Adult,300mg,See DN-682 (ID#:10963)
12189,6036,0.01,2.1,12675.6,20.28,Pediatric,10mg/ml,2253
12192,55,0.01,1.4,77.0,0.12,Pediatric,1mg/ml,See DN-718 (ID#:10968)
12195,17000,0.41,12.42,211140.0,337.82,Adult,600mg,6007
12196,7110,0.14,8.15,57946.5,92.71,Adult,300mg,See DN-810 (ID#:11257)
12198,360,0.11,9.59,3452.4,5.52,Adult,100mg,See DN-698 (ID#:10970)
12203,1666,0.06,3.4,5664.4,9.06,Adult,200mg,See DN-729 (ID#:11895)
12204,1440,0.06,3.4,4896.0,7.83,Adult,200mg,See DN-703 (ID#:11263)
12210,1300,0.4,12.01,15613.0,24.98,Adult,600mg,See DN-818 (ID#:11270)
12211,1446,0.07,2.24,3239.04,6.35,Pediatric,50mg,83
12212,4000,0.4,12.01,48040.0,94.16,Adult,600mg,See DN-1015 (ID#:11561)
12213,27224,0.16,9.35,254544.4,498.91,Adult,150/300mg,2506
12214,21360,0.06,3.9,83304.0,163.28,Adult,150/30mg,1567
12215,10000,0.2,11.8,118000.0,231.28,Adult,150/300/200mg,1456
12216,3713,0.37,11.0,40843.0,80.05,Adult,600mg,See DN-1143 (ID#:10711)
12219,1166,0.88,26.25,30607.5,59.99,Adult,300/200mg,145
12220,312,0.2,11.8,3681.6,7.22,Adult,150/300/200mg,See DN-1083 (ID#:12219)
12222,1300,0.05,2.9,3770.0,6.03,Adult,150mg,65
12225,39068,0.06,3.4,132831.2,212.53,Adult,200mg,4510
12230,27150,0.06,3.9,105885.0,207.53,Adult,150/30mg,See DN-1034 (ID#:10732)
12231,6,0.05,3.2,19.2,0.04,Adult,200mg,See DN-1034 (ID#:10732)
12232,8000,0.07,2.0,16000.0,31.36,Adult,150/30mg,See DN-1044 (ID#:10996)
12233,3600,0.13,7.75,27900.0,44.64,Pediatric,100mg,750
12234,50000,0.4,12.01,600500.0,960.8,Adult,600mg,3841
12235,76128,0.12,7.2,548121.6,876.99,Adult,150/200/30mg,Weight Captured Separately
12236,196,0.46,13.66,2677.36,4.28,Adult,300mg,12
12237,22918,0.12,7.12,163176.16,319.83,Adult,150/200/30mg,1689
12238,883,0.57,17.0,15011.0,29.42,Adult,300mg,70
12242,2976,0.01,1.92,5713.92,11.2,Pediatric,10mg/ml,209
12243,11527,0.39,11.72,135096.44,264.79,Adult,600mg,983
12245,4124,0.03,1.55,6392.2,12.53,Adult,30mg,273
12246,903,0.03,1.55,1399.65,2.24,Adult,30mg,See DN-917 (ID#:10745)
12247,500,0.03,1.75,875.0,1.72,Adult,20mg,See DN-944 (ID#:11012)
12249,1030,0.39,11.72,12071.6,19.31,Adult,600mg,251
12250,4500,0.13,8.0,36000.0,57.6,Adult,300mg,See DN-846 (ID#:11939)
12251,26616,0.19,11.4,303422.4,594.71,Adult,150/300/200mg,2993
12252,5131,0.2,11.8,60545.8,118.67,Adult,150/300/200mg,691
12253,1082,0.07,2.0,2164.0,4.24,Adult,150/30mg,See DN-987 (ID#:12252)
12254,60332,0.12,7.4,446456.8,714.33,Adult,150/200/30mg,See DN-853 (ID#:11940)
12255,27000,0.06,3.8,102600.0,201.1,Adult,150/30mg,See DN-1060 (ID#:11618)
12257,5641,0.14,8.15,45974.15,90.11,Adult,300mg,See DN-960 (ID#:11945)
12258,11527,0.4,12.01,138439.27,271.34,Adult,600mg,See DN-960 (ID#:11945)
12259,2034,0.34,41.1,83597.4,163.85,Adult,200/50mg,See DN-958 (ID#:10750)
12260,13473,0.37,11.0,148203.0,290.48,Adult,600mg,1146
12261,1033,0.03,1.55,1601.15,3.14,Adult,30mg,See DN-1124 (ID#:11620)
12264,662,0.88,26.25,17377.5,34.06,Adult,300/200mg,62
